id,name,city,country,boundary_straight_m,boundary_square_m,pitch_type,surface,floodlights,capacity,operational_status,soil_details,total_matches,avg_first_inn_runs,avg_second_inn_runs,bat_factor,pace_index,boundary_rate
89,Bermuda National Stadium,Hamilton,Bermuda,70,65,Natural,Grass,1,8500,Operational,Bermuda Red Clay: Volcanic soil with excellent drainage properties.,,,,,,
145,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,72,68,Natural,Grass,1,50000,Operational,Hybrid Square: Features both Red Soil (Mumbai) and Black Soil (Local) pitches.,25,174.04,160.33333333333334,1.0673960928509831,0.9047619047619048,0.16641604010025063
286,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Chattogram,Bangladesh,68,65,Natural,Grass,0,15000,Operational,Local Hill Tracts Clay: Traditional silt soil that aids finger spinners.,6,155.5,145.16666666666666,1.0004298300863508,0.8902439024390244,0.14786264891380518
362,"Boland Park, Paarl",Paarl,South Africa,70,65,Natural,Grass,1,10000,Operational,"Boland Clay: Sourced locally; noted for being a ""true"" batting surface.",12,164.58333333333334,153.0,1.0226444190425414,0.8778625954198473,0.1425561797752809
282,"Botkyrka Cricket Center, Stockholm",Stockholm,Sweden,65,60,Synthetic,Grass,0,500,Operational,Synthetic Matting: Necessary for consistency in Northern Europe.,6,145.33333333333334,139.66666666666666,0.9853139214987942,0.9367088607594937,0.13940648723257418
330,"Brabourne Stadium, Mumbai",Mumbai,India,70,65,Natural,Grass,1,50000,Operational,Kalyan Red Soil: High iron content; provides excellent pace and bounce.,28,178.07142857142858,166.14285714285714,1.0859173243362403,0.8997050147492626,0.18459946792787466
129,"Bready Cricket Club, Magheramason",Bready,Ireland,68,64,Natural,Grass,0,3000,Operational,Banbury Loam: Imported from the UK for ICC qualifier matches.,8,171.25,145.375,1.0295249788575953,0.875,0.17452574525745257
356,"Brian Lara Stadium, Tarouba",Tarouba,Trinidad,72,68,Natural,Grass,1,15000,Operational,Central Trinidad Clay: Modern square designed for consistent bounce.,57,146.0701754385965,135.92857142857142,0.9564043916116549,0.9202279202279202,0.14358617490141498
56,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,75,70,Natural,Grass,1,42000,Operational,Bulli Clay: Imported from NSW. The hardest/bounciest pitch in Australia.,75,165.49333333333334,152.3783783783784,1.0523011375509277,0.9077412513255567,0.1524365801981332
54,Buffalo Park,East London,South Africa,72,65,Natural,Grass,1,16000,Operational,"Coastal Clay: Affected by the sea air, which helps the ball swing.",6,157.33333333333334,138.0,1.0031556496677136,0.9102564102564102,0.14225648213034336
176,Bulawayo Athletic Club,Bulawayo,Zimbabwe,70,66,Natural,Grass,0,12000,Operational,Local Red Clay: Hard-packed soil that creates high-scoring games.,9,145.33333333333334,131.33333333333334,0.9802497564983782,0.8898305084745762,0.13407015857760693
55,Carrara Oval,Gold Coast,Australia,82,70,Drop-in,Grass,1,21000,Operational,Darling Downs Black Soil: Sourced locally for drop-in squares.,21,155.8095238095238,141.42857142857142,1.001975439968265,0.9401408450704225,0.14609571788413098
128,"Castle Avenue, Dublin",Dublin,Ireland,65,62,Natural,Grass,0,3200,Operational,Ongar Loam: Imported from the UK; historic Irish cricket hub.,5,164.4,165.2,1.011840785792304,0.9107142857142857,0.18113522537562604
267,"Cazaly's Stadium, Cairns",Cairns,Australia,80,72,Natural,Grass,1,13500,Operational,Tropical North QLD Clay: High moisture retention; can be slow.,,,,,,
16,Central Broward Regional Park Stadium Turf Ground,Lauderhill,USA,72,68,Natural,Grass,1,20000,Operational,Imported Clay: A mix of local and Georgia clay to mimic international tracks.,23,161.17391304347825,134.7826086956522,1.0205495621372087,0.8709677419354839,0.1402831402831403
160,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,USA,70,66,Natural,Grass,0,5000,Operational,Same as ID 16. Used for training and secondary matches.,10,166.6,147.1,1.0244593969282019,0.9343065693430657,0.1469019286007386
295,"Civil Service Cricket Club, Stormont, Belfast",Belfast,Ireland,70,65,Natural,Grass,0,7000,Operational,Banbury Loam: Imported from the UK; doesn't break up in damp weather.,12,135.16666666666666,113.25,0.9515717709807606,0.8848484848484849,0.1153705732018985
269,"Clayton Panama, Panama City",Panama City,Panama,60,55,Synthetic,Grass,0,500,Operational,AstroTurf over Concrete: Vital for playing after tropical rains.,7,117.42857142857143,84.14285714285714,0.9368896164743556,0.8850574712643678,0.09595613433858807
76,College Field,St Peter Port,Guernsey,65,60,Natural,Grass,0,1000,Operational,English Loam: Imported to maintain a traditional grass square.,6,130.16666666666666,110.83333333333333,0.9627639595075209,0.8518518518518519,0.12795125666412796
115,"Coolidge Cricket Ground, Antigua",Antigua,Antigua,68,64,Natural,Grass,1,5000,Operational,Local Antigua Clay: Known as the CWI high-performance training hub.,11,156.1818181818182,105.0,1.002219674663663,0.8428571428571429,0.1329639889196676
10,County Ground,Taunton,UK,65,60,Natural,Grass,1,8500,Operational,"Oxfordshire Loam: Known for being a high-scoring, small-boundary venue.",8,184.375,172.125,1.0536856524196736,0.9038461538461539,0.19069529652351738
122,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",Gros Islet,St Lucia,72,68,Natural,Grass,1,15000,Operational,Volcanic North St Lucia Clay: Provides good carry for fast bowlers.,72,159.97222222222223,151.13235294117646,1.0240076466319414,0.8929845422116528,0.15844267849442495
304,De Beers Diamond Oval,Kimberley,South Africa,75,70,Natural,Grass,1,11000,Operational,Karoo Clay: Very dry soil; often leads to early cracking and turn.,,,,,,
138,"Desert Springs Cricket Ground, Almeria",Almeria,Spain,70,65,Natural,Grass,0,1000,Operational,Ongar Loam: Imported from the UK; first grass square in Spain.,29,123.75862068965517,113.65517241379311,0.8800688838873449,0.8310991957104558,0.08931926578985402
331,"Dr DY Patil Sports Academy, Mumbai",Mumbai,India,72,68,Natural,Grass,1,55000,Operational,Red Soil: Sourced from Kalyan; known for high bounce and outfield speed.,37,159.64864864864865,148.0,1.0185595262278246,0.9106382978723404,0.1539671836367723
64,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Vizag,India,70,65,Natural,Grass,1,25000,Operational,Coastal Black Soil: High water table makes it a traditionally slow track.,21,165.57142857142858,141.14285714285714,1.03418967138437,0.9007352941176471,0.16258351893095768
237,Dreux Sport Cricket Club,Dreux,France,62,58,Synthetic,Grass,0,500,Operational,Synthetic Matting: Standard for ECN and domestic French cricket.,7,143.42857142857142,124.57142857142857,0.9803191729019928,0.8715596330275229,0.12755716004813478
17,Dubai International Cricket Stadium,Dubai,UAE,74,68,Natural,Grass,1,25000,Operational,Nandipur Clay: Imported from Pakistan to mimic Asian conditions.,199,150.8643216080402,136.89447236180905,0.9745531101135098,0.8958003169572107,0.1377841211682253
58,Eden Gardens,Kolkata,India,68,64,Natural,Grass,1,68000,Operational,Alluvial Silt: Sourced locally; recently upgraded with foreign clay.,111,167.12612612612614,151.72972972972974,1.065047644275049,0.8869093725793958,0.1778657645882986
8,Eden Park,Auckland,New Zealand,65,55,Drop-in,Grass,1,42000,Operational,Patumahoe Clay: Famous for extremely short straight boundaries.,32,167.96875,153.0,1.0505826686983168,0.9389671361502347,0.18039492242595204
34,Edgbaston,Birmingham,UK,72,68,Natural,Grass,1,25000,Operational,Banbury Loam: Considered the fairest and loudest pitch in England.,8,175.375,145.5,1.0371183334056768,0.8790322580645161,0.17583015786608602
137,Entebbe Cricket Oval,Entebbe,Uganda,68,64,Natural,Grass,0,2000,Operational,Lake Victoria Silt: Locally sourced; tends to favor slow bowling.,19,133.78947368421052,109.36842105263158,0.9327619295371178,0.8740157480314961,0.10488704472106962
281,Estonian National Cricket and Rugby Field,Tallinn,Estonia,65,60,Synthetic,Grass,0,1000,Operational,Synthetic Matting: Durable setup for Baltic weather.,5,156.0,130.8,1.001016804036493,0.9125,0.1315345699831366
206,Europa Sports Complex,Gibraltar,Gibraltar,62,58,Synthetic,Artificial,0,1500,Operational,Synthetic Matting: Part of a multi-purpose sports complex.,17,140.7058823529412,126.82352941176471,0.957061846201742,0.8528138528138528,0.12375859434682965
247,"Faleata Oval No 2, Apia",Apia,Samoa,68,65,Natural,Grass,0,1500,Operational,Volcanic Pacific Soil: Highly mineralized; fast outfield.,12,147.91666666666666,128.91666666666666,0.9823766297724107,0.89171974522293,0.13540912382331644
220,"GB Oval, Szodliget",Szodliget,Hungary,65,62,Natural,Grass,0,500,Operational,UK Loam: Imported to maintain a turf square in Central Europe.,13,167.76923076923077,121.83333333333333,1.0318741740516617,0.9425287356321839,0.15051110327811068
161,"GMHBA Stadium, South Geelong",Geelong,Australia,85,65,Drop-in,Grass,1,40000,Operational,Victorian Black Clay: Long and narrow AFL dimensions.,20,141.95,133.57894736842104,0.9572810149516051,0.932806324110672,0.1268773817529702
159,"Gaddafi Stadium, Lahore",Lahore,Pakistan,72,68,Natural,Grass,1,34000,Operational,Nandipur Clay: High clay content; a historic batting paradise.,93,173.13978494623655,153.46153846153845,1.0950682376320648,0.9037037037037037,0.17244062056656445
199,"Gahanga International Cricket Stadium, Rwanda",Kigali,Rwanda,70,65,Natural,Grass,0,10000,Operational,Local Rwandan Soil: Developed as a dedicated high-standard cricket hub.,115,132.8608695652174,105.52678571428571,0.8773351730469077,0.873144399460189,0.1274751458384685
344,Geelong Cricket Ground,Geelong,Australia,75,70,Natural,Grass,0,2000,Operational,Victorian Loam: Separate from the AFL stadium; used for club play.,,,,,,
257,Gelephu International Cricket Ground,Gelephu,Bhutan,65,62,Natural,Grass,0,3000,Operational,Himalayan Clay: Bhutan’s first natural grass international venue.,18,138.77777777777777,94.22222222222223,0.9498481583022598,0.8594377510040161,0.10420128174697366
210,"Goldenacre, Edinburgh",Edinburgh,Scotland,68,64,Natural,Grass,0,3000,Operational,Banbury Loam: Imported from UK; standard for elite Scottish play.,8,153.0,104.375,0.9959301375236574,0.9444444444444444,0.1393348623853211
275,"Grainville, St Saviour",St Saviour,Jersey,70,65,Natural,Grass,0,2000,Operational,English Loam: Imported to survive the coastal humidity.,,,,,,
227,"Grand Prairie Stadium, Dallas",Dallas,USA,75,70,Natural,Grass,1,15000,Operational,Imported Clay: Designed specifically for professional T20 cricket.,7,153.28571428571428,152.0,0.9967842245146686,0.9,0.13693901035673187
134,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Scotland,70,65,Natural,Grass,0,5000,Operational,Ongar Loam: Imported from UK; Scotland's premier ground.,24,168.5,134.79166666666666,1.0467015993033049,0.9090909090909091,0.16265169353378012
13,Green Park,Kanpur,India,72,66,Natural,Grass,1,32000,Operational,Ganga Alluvial Silt: Sourced locally; traditionally aids spin.,5,158.4,160.2,1.004109370252439,0.8813559322033898,0.18588640275387264
38,Greenfield International Stadium,Trivandrum,India,70,65,Natural,Grass,1,50000,Operational,Local Red Soil Mix: Combines local soil with imported Maharashtra clay.,,,,,,
131,Gucherre Cricket Ground,Albergaria,Portugal,62,58,Synthetic,Grass,0,300,Operational,Synthetic Matting: Home for domestic Portuguese cricket.,,,,,,
243,"Guernsey Rovers Athletic Club Ground, Port Soif",Guernsey,Guernsey,65,60,Natural,Grass,0,1000,Operational,UK Loam: Coastal conditions lead to significant seam movement.,13,128.0,116.23076923076923,0.9309362489478672,0.8602150537634409,0.10828025477707007
294,Gymkhana Club Ground,Nairobi,Kenya,72,68,Natural,Grass,0,7000,Operational,Kenyan Red Clay: Hard and fast surface at altitude.,,,,,,
251,"Gymkhana Club Ground, Dar-es-Salaam",Dar-es-Salaam,Tanzania,65,60,Natural,Grass,0,2000,Operational,Coastal Silt: Naturally occurring soil from the region.,7,81.42857142857143,50.285714285714285,0.8767563844976269,0.9207920792079208,0.06555944055944056
191,"Gymkhana Club Ground, Nairobi",Nairobi,Kenya,72,68,Natural,Grass,0,7000,Operational,Kenyan Red Clay: Historic hub for Kenyan cricket since the 2003 WC.,27,131.07407407407408,98.70370370370371,0.9106645318365714,0.8657534246575342,0.11154366960054164
180,"Hagley Oval, Christchurch",Christchurch,New Zealand,78,72,Natural,Grass,1,18000,Operational,Patumahoe Clay: NZ's premier boutique test venue.,14,159.57142857142858,144.0,1.0115681940210455,0.967948717948718,0.14887551472917326
152,Happy Valley Ground,Episkopi,Cyprus,65,60,Natural,Grass,0,500,Operational,Local Limestone Clay: Very dry and favors slow bowlers.,14,146.21428571428572,133.5,0.9761325394633303,0.8829787234042553,0.12265861027190332
287,Happy Valley Ground 2,Episkopi,Cyprus,65,60,Natural,Grass,0,500,Operational,Same as ID 152. Primarily used for military and local leagues.,7,144.57142857142858,120.85714285714286,0.9822281643933177,0.8617021276595744,0.10011641443538999
5,Harare Sports Club,Harare,Zimbabwe,75,70,Natural,Grass,1,10000,Operational,Mashonaland Red Clay: High-scoring ground at altitude.,66,158.56060606060606,136.5625,1.0165626320221743,0.9152334152334153,0.13982554354901705
51,Hazelaarweg,Rotterdam,Netherlands,70,66,Natural,Grass,0,3500,Operational,Dutch Loam: High-density clay to handle heavy rainfall.,5,160.4,146.4,1.0066865087657273,0.85,0.1360708534621578
106,"Headingley, Leeds",Leeds,UK,75,70,Natural,Grass,1,18000,Operational,Oxfordshire Loam: Known for swinging conditions due to local airflow.,,,,,,
320,Himachal Pradesh Cricket Association Stadium,Dharamshala,India,70,65,Natural,Grass,1,23000,Operational,Ryegrass/Black Soil Mix: Winter-grade grass for high altitude.,25,166.96,148.8695652173913,1.0420542308036476,0.9071428571428571,0.18822234452394057
43,Holkar Cricket Stadium,Indore,India,65,62,Natural,Grass,1,30000,Operational,Maharashtra Red Soil: Sourced for pace and bounce.,12,172.66666666666666,160.25,1.0421742968385548,0.9083969465648855,0.19783501306457635
203,"Hurlingham Club Ground, Buenos Aires",Buenos Aires,Argentina,65,60,Natural,Grass,0,500,Operational,Pampas Clay: Historic English-style square in South America.,15,122.33333333333333,96.26666666666667,0.9092177979917256,0.8277310924369747,0.08388394139615053
91,ICC Academy Ground No 2,Dubai,UAE,70,66,Natural,Grass,1,3000,Operational,Nandipur Clay: Imported from Pakistan for training.,5,155.8,135.4,1.000759090185164,0.8970588235294118,0.14517506404782238
153,"ICC Academy, Dubai",Dubai,UAE,72,68,Natural,Grass,1,5000,Operational,"Global Soils: Pitches use Bulli (AUS), Ongar (UK), and Pakistan clay.",41,144.46341463414635,127.58536585365853,0.953458664516681,0.912962962962963,0.12518471606502005
312,ICC Global Cricket Academy,Dubai,UAE,72,68,Natural,Grass,1,5000,Operational,Same as ID 153. Premier high-performance hub.,,,,,,
193,"Independence Park, Port Vila",Port Vila,Vanuatu,68,62,Natural,Grass,0,1000,Operational,Coral-based Clay: Highly porous and well-draining local soil.,10,143.1,135.8,0.9739904343763048,0.8601398601398601,0.12875900042354935
84,Indian Association Ground,Singapore,Singapore,65,60,Natural,Grass,1,1000,Operational,Local Coastal Clay: Sourced from Jurong; high moisture retention.,14,150.64285714285714,136.92857142857142,0.9878812591562626,0.8594594594594595,0.16053299492385786
175,"Indian Association Ground, Singapore",Singapore,Singapore,65,60,Natural,Grass,1,1000,Operational,Same as ID 84. Key hub for domestic and T20I cricket.,5,161.4,154.6,1.0079750780223715,0.890625,0.1396551724137931
154,Integrated Polytechnic Regional Centre,Kigali,Rwanda,68,64,Natural,Grass,0,10000,Operational,Kicukiro Clay: Local soil renovated for ICC accreditation.,34,125.61764705882354,84.0625,0.8799517865858625,0.8842364532019704,0.11986247851226754
346,International Sports Stadium,Coffs Harbour,Australia,82,72,Natural,Grass,1,10000,Operational,NSW Black Clay: Known for superior sub-surface drainage.,,,,,,
351,"International Sports Stadium, Coffs Harbour",Coffs Harbour,Australia,82,72,Natural,Grass,1,10000,Operational,Same as ID 346. Frequently hosts BBL and state cricket.,,,,,,
276,"Ishoj Cricket Club, Vejledalen",Ishoj,Denmark,62,58,Synthetic,Grass,0,500,Operational,Synthetic Matting: Durable setup for local league consistency.,5,155.2,110.8,0.9999859486311775,0.8809523809523809,0.10743801652892562
32,JSCA International Stadium Complex,Ranchi,India,75,70,Natural,Grass,1,50000,Operational,Jharkhand Black Soil: Designed to prevent stadium shadows.,11,153.27272727272728,136.27272727272728,0.9955689946293703,0.8604651162790697,0.14336075205640422
293,Jade Stadium,Christchurch,New Zealand,,,Natural,Grass,0,38000,Permanently Closed,Legacy name for AMI Stadium; dismantled.,,,,,,
270,"Jimmy Powell Oval, Cayman Islands",George Town,Caymans,65,60,Natural,Grass,0,1000,Operational,Grand Cayman Red Soil: Volcanic-based soil; consistent low bounce.,13,133.46153846153845,100.38461538461539,0.9447981303451001,0.9121621621621622,0.10320284697508897
260,Jinja Cricket Ground,Jinja,Uganda,66,62,Natural,Grass,0,1000,Operational,Nile River Silt: Sourced from river banks; favors spin.,,,,,,
183,"John Davies Oval, Queenstown",Queenstown,New Zealand,75,70,Natural,Grass,0,19000,Operational,Otago Loam: Spectacular setting; traditionally pace-friendly.,,,,,,
350,"Junction Oval, Melbourne",Melbourne,Australia,78,72,Natural,Grass,1,7000,Operational,Merri Creek Clay: Dedicated cricket-only boutique venue.,,,,,,
290,"Kennington Oval, London",London,UK,75,70,Natural,Grass,1,27500,Operational,Oxfordshire Loam: Historically the truest bounce in England.,17,151.2941176470588,134.75,0.9884054227147087,0.8719211822660099,0.15919977458438997
25,"Kensington Oval, Bridgetown",Bridgetown,Barbados,72,68,Natural,Grass,1,28000,Operational,Coral-Lime Clay: World-famous for high bounce and carry.,75,155.97333333333333,140.06944444444446,1.0038780612749305,0.8921775898520085,0.14830805134189032
133,Kerava National Cricket Ground,Kerava,Finland,65,60,Natural,Grass,0,1000,Operational,Imported UK Loam: High-clay loam to survive Finnish winters.,30,138.03333333333333,110.16666666666667,0.933596529176357,0.8530927835051546,0.10884150887132846
325,Khan Shaheb Osman Ali Stadium,Fatullah,Bangladesh,70,65,Natural,Grass,1,25000,Operational,Buriganga River Silt: High water table makes it damp and slow.,,,,,,
75,King George V Sports Ground,Castel,Guernsey,65,60,Natural,Grass,0,1500,Operational,English Loam: Coastal climate ensures swing and seam.,9,125.44444444444444,106.625,0.9404818432329801,0.8538461538461538,0.08121827411167512
242,"King George V Sports Ground, Castel",Castel,Guernsey,65,60,Natural,Grass,0,1500,Operational,Same as ID 75. Primary ICC hub in the Channel Islands.,16,153.375,119.4,0.9947429105284485,0.8932584269662921,0.13917525773195877
77,Kingsmead,Durban,South Africa,72,68,Natural,Grass,1,25000,Operational,"Coastal Clay: Famous for the ""tide"" effect and sea-breeze swing.",29,152.20689655172413,138.6206896551724,0.9885453774313706,0.8727272727272727,0.1453822359699514
208,"Kingsmead, Durban",Durban,South Africa,72,68,Natural,Grass,1,25000,Operational,Same as ID 77. One of the world's most historic seam venues.,12,162.91666666666666,147.8181818181818,1.0186176401155285,0.934640522875817,0.1802827965435978
79,Kinrara Academy Oval,Kuala Lumpur,Malaysia,68,65,Natural,Grass,1,4000,Permanently Closed,Closed in 2022; land transitioned to commercial development.,17,148.2941176470588,135.625,0.9795247427027013,0.8551401869158879,0.13554526748971193
277,Koge Cricket Club,Koge,Denmark,62,58,Synthetic,Grass,0,500,Operational,Synthetic Matting: Standard for domestic league consistency.,,,,,,
73,Kyambogo Cricket Oval,Kampala,Uganda,68,64,Natural,Grass,0,1000,Operational,Local Kampala Clay: Slower bounce; spinner's paradise.,6,115.5,96.5,0.9409574028566192,0.821917808219178,0.1125506072874494
92,La Manga Club Bottom Ground,Murcia,Spain,65,60,Natural,Grass,0,1000,Operational,Imported UK Loam: Maintains professional standards in arid heat.,10,101.1,94.66666666666667,0.8837905864112119,0.8666666666666667,0.08893594494441504
235,La Manga Club Top Ground,Murcia,Spain,65,60,Natural,Grass,0,1000,Operational,Same as ID 92. High-usage training hub for European teams.,7,153.0,98.14285714285714,0.9963069766418374,0.8705882352941177,0.11984021304926765
353,"Lavington Sports Oval, Albury",Albury,Australia,82,70,Natural,Grass,1,20000,Operational,NSW Black Clay: Regional hub frequently used for BBL matches.,,,,,,
184,Lisicji Jarak Cricket Ground,Belgrade,Serbia,64,60,Synthetic,Grass,0,500,Operational,Standard Matting: Used for international associate Balkan fixtures.,5,187.4,165.0,1.0414778786951204,0.8421052631578947,0.1781789638932496
50,Lord's,London,UK,72,68,Natural,Grass,1,31100,Operational,Oxfordshire Loam: Home of the famous 2.5m pitch slope.,10,157.6,135.66666666666666,1.0051308580785392,0.8290598290598291,0.12882096069868995
236,Los Reyes Polo Club,Guacima,Costa Rica,60,55,Synthetic,Grass,0,300,Operational,Synthetic Matting: Used for domestic T20 league play.,,,,,,
74,Lugogo Cricket Oval,Kampala,Uganda,68,62,Natural,Grass,0,2000,Operational,Lake Victoria Basin Silt: Low bounce; spin-friendly.,,,,,,
15,M Chinnaswamy Stadium,Bangalore,India,65,60,Natural,Grass,1,40000,Operational,Karnataka Red Soil: Known for high-bounce and high scores.,108,170.33333333333334,154.96226415094338,1.0822078142666576,0.8853754940711462,0.18076984892317582
60,"MA Chidambaram Stadium, Chepauk",Chennai,India,70,66,Natural,Grass,1,38000,Operational,Local Red Soil: High iron content; famous for late-game turn.,94,164.09574468085106,150.77659574468086,1.047200911567393,0.8797190517998245,0.1506448087431694
332,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,72,70,Natural,Grass,1,33000,Operational,Odisha Black Soil: Modern alternative to the old Mohali track.,12,172.58333333333334,160.33333333333334,1.0419729578922041,0.9112426035502958,0.17780938833570412
93,"Maharashtra Cricket Association Stadium, Pune",Pune,India,75,70,Natural,Grass,1,37000,Operational,Volcanic Black Soil: Naturally hard soil; provides great carry.,56,162.98214285714286,144.71428571428572,1.036892868775755,0.8670520231213873,0.15134370579915135
359,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,Sri Lanka,75,70,Natural,Grass,1,35000,Operational,Southern Province Silt: Wind-affected; dry and often slow.,39,158.53846153846155,139.6315789473684,1.0141715011721184,0.8760330578512396,0.1662290215778057
284,Malkerns Country Club oval,Malkerns,Eswatini,62,58,Natural,Grass,0,500,Operational,Local Red Clay: Hard soil; traditionally low bounce.,5,151.2,154.75,0.9948316716046008,0.8688524590163934,0.19401544401544402
23,Mangaung Oval,Bloemfontein,South Africa,75,70,Natural,Grass,1,20000,Operational,Free State Clay: Known for being exceptionally batting-friendly.,,,,,,
71,Manuka Oval,Canberra,Australia,82,72,Drop-in,Grass,1,13550,Operational,"Local Canberra Clay: Consistent, reliable bounce for drop-ins.",35,161.0,140.64705882352942,1.0237352510172713,0.928921568627451,0.1518143351711758
278,"Maple Leaf North-East Ground, King City",King City,Canada,68,64,Natural,Grass,0,7000,Operational,Imported UK Loam: Maintains turf quality in cold weather.,,,,,,
254,"Maple Leaf North-West Ground, King City",King City,Canada,70,65,Natural,Grass,0,7000,Operational,Same as ID 278. Canada's primary international hub.,19,127.52631578947368,106.05263157894737,0.9131029883139565,0.8663793103448276,0.12952038984354963
266,"Marrara Stadium, Darwin",Darwin,Australia,80,72,Natural,Grass,1,15000,Operational,"Darwin Black Clay: Used for ""winter"" cricket in the dry season.",,,,,,
126,Marsa Sports Club,Marsa,Malta,68,64,Natural,Grass,0,1000,Operational,Imported Loam: High maintenance to handle Mediterranean heat.,57,160.12280701754386,144.3684210526316,1.023426727622823,0.8783216783216783,0.1437284150194724
